CSC101,CSC102,CSC103,CSC104,Year 1,Year 2,Year 3,Year 4
79,82,80,80.33,3.95,4.1,4,4.02
81,77,79,79.00,4.05,3.85,3.95,3.95
82,95,89,88.67,4.1,4.75,4.45,4.43
64,63,66,64.33,3.2,3.15,3.3,3.22
78,83,80,80.33,3.9,4.15,4,4.02
92,100,97,96.33,4.6,5,4.85,4.82
72,67,64,67.67,3.6,3.35,3.2,3.38
62,67,64,64.33,3.1,3.35,3.2,3.22
79,72,69,73.33,3.95,3.6,3.45,3.67
79,76,65,73.33,3.95,3.8,3.25,3.67
87,90,88,88.33,4.35,4.5,4.4,4.42
40,48,50,46.00,2,2.4,2.5,2.30
77,62,64,67.67,3.85,3.1,3.2,3.38
53,45,40,46.00,2.65,2.25,2,2.30
32,39,33,34.67,1.6,1.95,1.65,1.73
55,72,79,68.67,2.75,3.6,3.95,3.43
61,67,66,64.67,3.05,3.35,3.3,3.23
53,70,70,64.33,2.65,3.5,3.5,3.22
73,66,62,67.00,3.65,3.3,3.1,3.35
74,75,79,76.00,3.7,3.75,3.95,3.80
63,74,74,70.33,3.15,3.7,3.7,3.52
96,90,92,92.67,4.8,4.5,4.6,4.63
63,80,80,74.33,3.15,4,4,3.72
48,51,46,48.33,2.4,2.55,2.3,2.42
48,43,45,45.33,2.4,2.15,2.25,2.27
92,100,100,97.33,4.6,5,5,4.87
61,71,78,70.00,3.05,3.55,3.9,3.50
63,48,47,52.67,3.15,2.4,2.35,2.63
68,68,67,67.67,3.4,3.4,3.35,3.38
71,75,70,72.00,3.55,3.75,3.5,3.60
91,96,92,93.00,4.55,4.8,4.6,4.65
53,62,56,57.00,2.65,3.1,2.8,2.85
50,66,64,60.00,2.5,3.3,3.2,3.00
74,81,71,75.33,3.7,4.05,3.55,3.77
40,55,53,49.33,2,2.75,2.65,2.47
61,51,52,54.67,3.05,2.55,2.6,2.73
81,91,89,87.00,4.05,4.55,4.45,4.35
48,56,58,54.00,2.4,2.8,2.9,2.70
53,61,68,60.67,2.65,3.05,3.4,3.03
81,97,96,91.33,4.05,4.85,4.8,4.57
77,79,80,78.67,3.85,3.95,4,3.93
63,73,78,71.33,3.15,3.65,3.9,3.57
73,75,80,76.00,3.65,3.75,4,3.80
69,77,77,74.33,3.45,3.85,3.85,3.72
65,76,76,72.33,3.25,3.8,3.8,3.62
55,73,73,67.00,2.75,3.65,3.65,3.35
44,63,62,56.33,2.2,3.15,3.1,2.82
54,64,65,61.00,2.7,3.2,3.25,3.05
48,66,65,59.67,2.4,3.3,3.25,2.98
58,57,54,56.33,2.9,2.85,2.7,2.82
71,62,50,61.00,3.55,3.1,2.5,3.05
68,68,64,66.67,3.4,3.4,3.2,3.33
74,76,73,74.33,3.7,3.8,3.65,3.72
92,100,99,97.00,4.6,5,4.95,4.85
56,79,72,69.00,2.8,3.95,3.6,3.45
30,24,15,23.00,1.5,1.2,0.75,1.15
53,54,48,51.67,2.65,2.7,2.4,2.58
69,77,73,73.00,3.45,3.85,3.65,3.65
65,82,81,76.00,3.25,4.1,4.05,3.80
54,60,63,59.00,2.7,3,3.15,2.95
29,29,30,29.33,1.45,1.45,1.5,1.47
76,78,80,78.00,3.8,3.9,4,3.90
60,57,51,56.00,3,2.85,2.55,2.80
84,89,90,87.67,4.2,4.45,4.5,4.38
75,72,62,69.67,3.75,3.6,3.1,3.48
85,84,82,83.67,4.25,4.2,4.1,4.18
40,58,54,50.67,2,2.9,2.7,2.53
61,64,62,62.33,3.05,3.2,3.1,3.12
58,63,65,62.00,2.9,3.15,3.25,3.10
69,60,63,64.00,3.45,3,3.15,3.20
58,59,66,61.00,2.9,2.95,3.3,3.05
94,90,91,91.67,4.7,4.5,4.55,4.58
65,77,74,72.00,3.25,3.85,3.7,3.60
82,93,93,89.33,4.1,4.65,4.65,4.47
60,68,72,66.67,3,3.4,3.6,3.33
37,45,38,40.00,1.85,2.25,1.9,2.00
88,78,83,83.00,4.4,3.9,4.15,4.15
95,81,84,86.67,4.75,4.05,4.2,4.33
65,73,68,68.67,3.25,3.65,3.4,3.43
35,61,54,50.00,1.75,3.05,2.7,2.50
62,63,56,60.33,3.1,3.15,2.8,3.02
58,51,52,53.67,2.9,2.55,2.6,2.68
100,96,86,94.00,5,4.8,4.3,4.70
61,58,62,60.33,3.05,2.9,3.1,3.02
100,97,99,98.67,5,4.85,4.95,4.93
69,70,63,67.33,3.45,3.5,3.15,3.37
61,48,46,51.67,3.05,2.4,2.3,2.58
49,57,46,50.67,2.45,2.85,2.3,2.53
44,51,55,50.00,2.2,2.55,2.75,2.50
67,64,70,67.00,3.35,3.2,3.5,3.35
79,60,65,68.00,3.95,3,3.25,3.40
66,74,81,73.67,3.3,3.7,4.05,3.68
75,88,85,82.67,3.75,4.4,4.25,4.13
84,84,80,82.67,4.2,4.2,4,4.13
71,74,64,69.67,3.55,3.7,3.2,3.48
67,80,81,76.00,3.35,4,4.05,3.80
80,92,88,86.67,4,4.6,4.4,4.33
86,76,74,78.67,4.3,3.8,3.7,3.93
76,74,73,74.33,3.8,3.7,3.65,3.72
41,52,51,48.00,2.05,2.6,2.55,2.40
74,88,90,84.00,3.7,4.4,4.5,4.20
72,81,79,77.33,3.6,4.05,3.95,3.87
74,79,80,77.67,3.7,3.95,4,3.88
70,65,60,65.00,3.5,3.25,3,3.25
65,81,81,75.67,3.25,4.05,4.05,3.78
59,70,65,64.67,2.95,3.5,3.25,3.23
64,62,68,64.67,3.2,3.1,3.4,3.23
50,53,55,52.67,2.5,2.65,2.75,2.63
69,79,81,76.33,3.45,3.95,4.05,3.82
51,56,53,53.33,2.55,2.8,2.65,2.67
68,80,76,74.67,3.4,4,3.8,3.73
85,86,98,89.67,4.25,4.3,4.9,4.48
65,70,74,69.67,3.25,3.5,3.7,3.48
73,79,79,77.00,3.65,3.95,3.95,3.85
62,67,67,65.33,3.1,3.35,3.35,3.27
77,67,64,69.33,3.85,3.35,3.2,3.47
69,66,61,65.33,3.45,3.3,3.05,3.27
43,60,58,53.67,2.15,3,2.9,2.68
90,87,85,87.33,4.5,4.35,4.25,4.37
74,77,73,74.67,3.7,3.85,3.65,3.73
73,66,63,67.33,3.65,3.3,3.15,3.37
55,71,69,65.00,2.75,3.55,3.45,3.25
65,69,67,67.00,3.25,3.45,3.35,3.35
80,63,63,68.67,4,3.15,3.15,3.43
50,60,60,56.67,2.5,3,3,2.83
63,73,71,69.00,3.15,3.65,3.55,3.45
77,85,87,83.00,3.85,4.25,4.35,4.15
73,74,61,69.33,3.65,3.7,3.05,3.47
81,72,77,76.67,4.05,3.6,3.85,3.83
66,76,68,70.00,3.3,3.8,3.4,3.50
52,57,50,53.00,2.6,2.85,2.5,2.65
69,78,76,74.33,3.45,3.9,3.8,3.72
65,84,84,77.67,3.25,4.2,4.2,3.88
69,77,78,74.67,3.45,3.85,3.9,3.73
50,64,66,60.00,2.5,3.2,3.3,3.00
73,78,76,75.67,3.65,3.9,3.8,3.78
70,82,76,76.00,3.5,4.1,3.8,3.80
81,75,78,78.00,4.05,3.75,3.9,3.90
63,61,60,61.33,3.15,3.05,3,3.07
67,72,74,71.00,3.35,3.6,3.7,3.55
60,68,60,62.67,3,3.4,3,3.13
62,55,54,57.00,3.1,2.75,2.7,2.85
29,40,44,37.67,1.45,2,2.2,1.88
62,66,68,65.33,3.1,3.3,3.4,3.27
94,99,100,97.67,4.7,4.95,5,4.88
85,75,68,76.00,4.25,3.75,3.4,3.80
77,78,73,76.00,3.85,3.9,3.65,3.80
53,58,44,51.67,2.65,2.9,2.2,2.58
93,90,83,88.67,4.65,4.5,4.15,4.43
49,53,53,51.67,2.45,2.65,2.65,2.58
73,76,78,75.67,3.65,3.8,3.9,3.78
66,74,81,73.67,3.3,3.7,4.05,3.68
77,77,73,75.67,3.85,3.85,3.65,3.78
49,63,56,56.00,2.45,3.15,2.8,2.80
79,89,86,84.67,3.95,4.45,4.3,4.23
75,82,90,82.33,3.75,4.1,4.5,4.12
59,72,70,67.00,2.95,3.6,3.5,3.35
57,78,79,71.33,2.85,3.9,3.95,3.57
66,66,59,63.67,3.3,3.3,2.95,3.18
79,81,82,80.67,3.95,4.05,4.1,4.03
57,67,72,65.33,2.85,3.35,3.6,3.27
87,84,87,86.00,4.35,4.2,4.35,4.30
63,64,67,64.67,3.15,3.2,3.35,3.23
59,63,64,62.00,2.95,3.15,3.2,3.10
62,72,65,66.33,3.1,3.6,3.25,3.32
46,34,36,38.67,2.3,1.7,1.8,1.93
66,59,52,59.00,3.3,2.95,2.6,2.95
89,87,79,85.00,4.45,4.35,3.95,4.25
42,61,58,53.67,2.1,3.05,2.9,2.68
93,84,90,89.00,4.65,4.2,4.5,4.45
80,85,85,83.33,4,4.25,4.25,4.17
98,100,99,99.00,4.9,5,4.95,4.95
81,81,84,82.00,4.05,4.05,4.2,4.10
60,70,74,68.00,3,3.5,3.7,3.40
76,94,87,85.67,3.8,4.7,4.35,4.28
73,78,72,74.33,3.65,3.9,3.6,3.72
96,96,99,97.00,4.8,4.8,4.95,4.85
76,76,74,75.33,3.8,3.8,3.7,3.77
91,73,80,81.33,4.55,3.65,4,4.07
62,72,70,68.00,3.1,3.6,3.5,3.40
55,59,59,57.67,2.75,2.95,2.95,2.88
74,90,88,84.00,3.7,4.5,4.4,4.20
50,48,42,46.67,2.5,2.4,2.1,2.33
47,43,41,43.67,2.35,2.15,2.05,2.18
81,74,71,75.33,4.05,3.7,3.55,3.77
65,75,77,72.33,3.25,3.75,3.85,3.62
68,51,57,58.67,3.4,2.55,2.85,2.93
73,92,84,83.00,3.65,4.6,4.2,4.15
53,39,37,43.00,2.65,1.95,1.85,2.15
68,77,80,75.00,3.4,3.85,4,3.75
55,46,43,48.00,2.75,2.3,2.15,2.40
87,89,94,90.00,4.35,4.45,4.7,4.50
55,47,44,48.67,2.75,2.35,2.2,2.43
53,58,57,56.00,2.65,2.9,2.85,2.80
67,57,59,61.00,3.35,2.85,2.95,3.05
92,79,84,85.00,4.6,3.95,4.2,4.25
53,66,73,64.00,2.65,3.3,3.65,3.20
81,71,73,75.00,4.05,3.55,3.65,3.75
61,60,55,58.67,3.05,3,2.75,2.93
80,73,72,75.00,4,3.65,3.6,3.75
37,57,56,50.00,1.85,2.85,2.8,2.50
81,84,82,82.33,4.05,4.2,4.1,4.12
59,73,72,68.00,2.95,3.65,3.6,3.40
55,55,47,52.33,2.75,2.75,2.35,2.62
72,79,74,75.00,3.6,3.95,3.7,3.75
69,75,71,71.67,3.45,3.75,3.55,3.58
69,64,68,67.00,3.45,3.2,3.4,3.35
50,60,59,56.33,2.5,3,2.95,2.82
87,84,86,85.67,4.35,4.2,4.3,4.28
71,69,68,69.33,3.55,3.45,3.4,3.47
68,72,65,68.33,3.4,3.6,3.25,3.42
79,77,75,77.00,3.95,3.85,3.75,3.85
77,90,85,84.00,3.85,4.5,4.25,4.20
58,55,53,55.33,2.9,2.75,2.65,2.77
84,95,92,90.33,4.2,4.75,4.6,4.52
55,58,52,55.00,2.75,2.9,2.6,2.75
70,68,72,70.00,3.5,3.4,3.6,3.50
52,59,65,58.67,2.6,2.95,3.25,2.93
69,77,77,74.33,3.45,3.85,3.85,3.72
53,72,64,63.00,2.65,3.6,3.2,3.15
48,58,54,53.33,2.4,2.9,2.7,2.67
78,81,86,81.67,3.9,4.05,4.3,4.08
62,62,63,62.33,3.1,3.1,3.15,3.12
60,63,59,60.67,3,3.15,2.95,3.03
74,72,72,72.67,3.7,3.6,3.6,3.63
58,75,77,70.00,2.9,3.75,3.85,3.50
76,62,60,66.00,3.8,3.1,3,3.30
68,71,75,71.33,3.4,3.55,3.75,3.57
58,60,57,58.33,2.9,3,2.85,2.92
52,48,49,49.67,2.6,2.4,2.45,2.48
75,73,74,74.00,3.75,3.65,3.7,3.70
52,67,72,63.67,2.6,3.35,3.6,3.18
62,78,79,73.00,3.1,3.9,3.95,3.65
66,65,60,63.67,3.3,3.25,3,3.18
49,58,55,54.00,2.45,2.9,2.75,2.70
66,72,70,69.33,3.3,3.6,3.5,3.47
35,44,43,40.67,1.75,2.2,2.15,2.03
72,79,82,77.67,3.6,3.95,4.1,3.88
94,85,82,87.00,4.7,4.25,4.1,4.35
46,56,57,53.00,2.3,2.8,2.85,2.65
77,90,84,83.67,3.85,4.5,4.2,4.18
76,85,82,81.00,3.8,4.25,4.1,4.05
52,59,62,57.67,2.6,2.95,3.1,2.88
91,81,79,83.67,4.55,4.05,3.95,4.18
32,51,44,42.33,1.6,2.55,2.2,2.12
72,79,77,76.00,3.6,3.95,3.85,3.80
19,38,32,29.67,0.95,1.9,1.6,1.48
68,65,61,64.67,3.4,3.25,3.05,3.23
52,65,61,59.33,2.6,3.25,3.05,2.97
48,62,60,56.67,2.4,3.1,3,2.83
60,66,70,65.33,3,3.3,3.5,3.27
66,74,69,69.67,3.3,3.7,3.45,3.48
89,84,77,83.33,4.45,4.2,3.85,4.17
42,52,51,48.33,2.1,2.6,2.55,2.42
57,68,73,66.00,2.85,3.4,3.65,3.30
70,70,70,70.00,3.5,3.5,3.5,3.50
70,84,81,78.33,3.5,4.2,4.05,3.92
69,60,54,61.00,3.45,3,2.7,3.05
52,55,57,54.67,2.6,2.75,2.85,2.73
67,73,68,69.33,3.35,3.65,3.4,3.47
76,80,73,76.33,3.8,4,3.65,3.82
87,94,95,92.00,4.35,4.7,4.75,4.60
82,85,87,84.67,4.1,4.25,4.35,4.23
73,76,78,75.67,3.65,3.8,3.9,3.78
75,81,74,76.67,3.75,4.05,3.7,3.83
64,74,75,71.00,3.2,3.7,3.75,3.55
41,45,40,42.00,2.05,2.25,2,2.10
90,75,69,78.00,4.5,3.75,3.45,3.90
59,54,51,54.67,2.95,2.7,2.55,2.73
51,31,36,39.33,2.55,1.55,1.8,1.97
45,47,49,47.00,2.25,2.35,2.45,2.35
54,64,67,61.67,2.7,3.2,3.35,3.08
87,84,76,82.33,4.35,4.2,3.8,4.12
72,80,83,78.33,3.6,4,4.15,3.92
94,86,87,89.00,4.7,4.3,4.35,4.45
45,59,64,56.00,2.25,2.95,3.2,2.80
61,70,76,69.00,3.05,3.5,3.8,3.45
60,72,68,66.67,3,3.6,3.4,3.33
77,91,88,85.33,3.85,4.55,4.4,4.27
85,90,92,89.00,4.25,4.5,4.6,4.45
78,90,93,87.00,3.9,4.5,4.65,4.35
49,52,51,50.67,2.45,2.6,2.55,2.53
71,87,82,80.00,3.55,4.35,4.1,4.00
48,58,52,52.67,2.4,2.9,2.6,2.63
62,67,58,62.33,3.1,3.35,2.9,3.12
56,68,70,64.67,2.8,3.4,3.5,3.23
65,69,76,70.00,3.25,3.45,3.8,3.50
69,86,81,78.67,3.45,4.3,4.05,3.93
68,54,53,58.33,3.4,2.7,2.65,2.92
61,60,57,59.33,3.05,3,2.85,2.97
74,86,89,83.00,3.7,4.3,4.45,4.15
64,60,58,60.67,3.2,3,2.9,3.03
77,82,89,82.67,3.85,4.1,4.45,4.13
58,50,45,51.00,2.9,2.5,2.25,2.55
60,64,74,66.00,3,3.2,3.7,3.30
73,64,57,64.67,3.65,3.2,2.85,3.23
75,82,79,78.67,3.75,4.1,3.95,3.93
58,57,53,56.00,2.9,2.85,2.65,2.80
66,77,73,72.00,3.3,3.85,3.65,3.60
39,52,46,45.67,1.95,2.6,2.3,2.28
64,58,51,57.67,3.2,2.9,2.55,2.88
23,44,36,34.33,1.15,2.2,1.8,1.72
74,77,76,75.67,3.7,3.85,3.8,3.78
40,65,64,56.33,2,3.25,3.2,2.82
90,85,84,86.33,4.5,4.25,4.2,4.32
91,85,85,87.00,4.55,4.25,4.25,4.35
64,54,50,56.00,3.2,2.7,2.5,2.80
59,72,68,66.33,2.95,3.6,3.4,3.32
80,75,69,74.67,4,3.75,3.45,3.73
71,67,67,68.33,3.55,3.35,3.35,3.42
61,68,63,64.00,3.05,3.4,3.15,3.20
87,85,93,88.33,4.35,4.25,4.65,4.42
82,67,61,70.00,4.1,3.35,3.05,3.50
62,64,55,60.33,3.1,3.2,2.75,3.02
97,97,96,96.67,4.85,4.85,4.8,4.83
75,68,65,69.33,3.75,3.4,3.25,3.47
65,79,81,75.00,3.25,3.95,4.05,3.75
52,49,46,49.00,2.6,2.45,2.3,2.45
87,73,72,77.33,4.35,3.65,3.6,3.87
53,62,53,56.00,2.65,3.1,2.65,2.80
81,86,87,84.67,4.05,4.3,4.35,4.23
39,42,38,39.67,1.95,2.1,1.9,1.98
71,71,80,74.00,3.55,3.55,4,3.70
97,93,91,93.67,4.85,4.65,4.55,4.68
82,82,88,84.00,4.1,4.1,4.4,4.20
59,53,52,54.67,2.95,2.65,2.6,2.73
61,42,41,48.00,3.05,2.1,2.05,2.40
78,74,72,74.67,3.9,3.7,3.6,3.73
49,51,51,50.33,2.45,2.55,2.55,2.52
59,58,47,54.67,2.95,2.9,2.35,2.73
70,72,76,72.67,3.5,3.6,3.8,3.63
82,84,78,81.33,4.1,4.2,3.9,4.07
90,90,82,87.33,4.5,4.5,4.1,4.37
43,62,61,55.33,2.15,3.1,3.05,2.77
80,64,66,70.00,4,3.2,3.3,3.50
81,82,84,82.33,4.05,4.1,4.2,4.12
57,61,54,57.33,2.85,3.05,2.7,2.87
59,72,80,70.33,2.95,3.6,4,3.52
64,76,74,71.33,3.2,3.8,3.7,3.57
63,64,66,64.33,3.15,3.2,3.3,3.22
71,70,70,70.33,3.55,3.5,3.5,3.52
64,73,71,69.33,3.2,3.65,3.55,3.47
55,46,44,48.33,2.75,2.3,2.2,2.42
51,51,54,52.00,2.55,2.55,2.7,2.60
62,76,80,72.67,3.1,3.8,4,3.63
93,100,95,96.00,4.65,5,4.75,4.80
54,72,59,61.67,2.7,3.6,2.95,3.08
69,65,74,69.33,3.45,3.25,3.7,3.47
44,51,48,47.67,2.2,2.55,2.4,2.38
86,85,91,87.33,4.3,4.25,4.55,4.37
85,92,85,87.33,4.25,4.6,4.25,4.37
50,67,73,63.33,2.5,3.35,3.65,3.17
88,74,75,79.00,4.4,3.7,3.75,3.95
59,62,69,63.33,2.95,3.1,3.45,3.17
32,34,38,34.67,1.6,1.7,1.9,1.73
36,29,27,30.67,1.8,1.45,1.35,1.53
63,78,79,73.33,3.15,3.9,3.95,3.67
67,54,63,61.33,3.35,2.7,3.15,3.07
65,78,82,75.00,3.25,3.9,4.1,3.75
85,84,89,86.00,4.25,4.2,4.45,4.30
73,78,74,75.00,3.65,3.9,3.7,3.75
34,48,41,41.00,1.7,2.4,2.05,2.05
93,100,100,97.67,4.65,5,5,4.88
67,84,84,78.33,3.35,4.2,4.2,3.92
88,77,77,80.67,4.4,3.85,3.85,4.03
57,48,51,52.00,2.85,2.4,2.55,2.60
79,84,91,84.67,3.95,4.2,4.55,4.23
67,75,72,71.33,3.35,3.75,3.6,3.57
70,64,70,68.00,3.5,3.2,3.5,3.40
50,42,48,46.67,2.5,2.1,2.4,2.33
69,84,82,78.33,3.45,4.2,4.1,3.92
52,61,66,59.67,2.6,3.05,3.3,2.98
47,62,66,58.33,2.35,3.1,3.3,2.92
46,61,55,54.00,2.3,3.05,2.75,2.70
68,70,66,68.00,3.4,3.5,3.3,3.40
100,100,100,100.00,5,5,5,5.00
44,61,52,52.33,2.2,3.05,2.6,2.62
57,77,80,71.33,2.85,3.85,4,3.57
91,96,91,92.67,4.55,4.8,4.55,4.63
69,70,67,68.67,3.45,3.5,3.35,3.43
35,53,46,44.67,1.75,2.65,2.3,2.23
72,66,66,68.00,3.6,3.3,3.3,3.40
54,65,65,61.33,2.7,3.25,3.25,3.07
74,70,69,71.00,3.7,3.5,3.45,3.55
74,64,60,66.00,3.7,3.2,3,3.30
64,56,52,57.33,3.2,2.8,2.6,2.87
65,61,71,65.67,3.25,3.05,3.55,3.28
46,43,44,44.33,2.3,2.15,2.2,2.22
48,56,51,51.67,2.4,2.8,2.55,2.58
67,74,70,70.33,3.35,3.7,3.5,3.52
62,57,62,60.33,3.1,2.85,3.1,3.02
61,71,73,68.33,3.05,3.55,3.65,3.42
70,75,74,73.00,3.5,3.75,3.7,3.65
98,87,90,91.67,4.9,4.35,4.5,4.58
70,63,58,63.67,3.5,3.15,2.9,3.18
67,57,53,59.00,3.35,2.85,2.65,2.95
57,58,57,57.33,2.85,2.9,2.85,2.87
85,81,85,83.67,4.25,4.05,4.25,4.18
77,68,69,71.33,3.85,3.4,3.45,3.57
72,66,72,70.00,3.6,3.3,3.6,3.50
78,91,96,88.33,3.9,4.55,4.8,4.42
81,66,64,70.33,4.05,3.3,3.2,3.52
61,62,61,61.33,3.05,3.1,3.05,3.07
58,68,61,62.33,2.9,3.4,3.05,3.12
54,61,58,57.67,2.7,3.05,2.9,2.88
82,82,80,81.33,4.1,4.1,4,4.07
49,58,60,55.67,2.45,2.9,3,2.78
49,50,52,50.33,2.45,2.5,2.6,2.52
57,75,73,68.33,2.85,3.75,3.65,3.42
94,73,71,79.33,4.7,3.65,3.55,3.97
75,77,83,78.33,3.75,3.85,4.15,3.92
74,74,72,73.33,3.7,3.7,3.6,3.67
58,52,54,54.67,2.9,2.6,2.7,2.73
62,69,69,66.67,3.1,3.45,3.45,3.33
72,57,62,63.67,3.6,2.85,3.1,3.18
84,87,81,84.00,4.2,4.35,4.05,4.20
92,100,100,97.33,4.6,5,5,4.87
45,63,59,55.67,2.25,3.15,2.95,2.78
75,81,71,75.67,3.75,4.05,3.55,3.78
56,58,64,59.33,2.8,2.9,3.2,2.97
48,54,53,51.67,2.4,2.7,2.65,2.58
100,100,100,100.00,5,5,5,5.00
65,76,75,72.00,3.25,3.8,3.75,3.60
72,57,58,62.33,3.6,2.85,2.9,3.12
62,70,72,68.00,3.1,3.5,3.6,3.40
66,68,64,66.00,3.3,3.4,3.2,3.30
63,63,60,62.00,3.15,3.15,3,3.10
68,76,67,70.33,3.4,3.8,3.35,3.52
75,84,80,79.67,3.75,4.2,4,3.98
89,100,100,96.33,4.45,5,5,4.82
78,72,69,73.00,3.9,3.6,3.45,3.65
53,50,60,54.33,2.65,2.5,3,2.72
49,65,61,58.33,2.45,3.25,3.05,2.92
54,63,67,61.33,2.7,3.15,3.35,3.07
64,82,77,74.33,3.2,4.1,3.85,3.72
60,62,60,60.67,3,3.1,3,3.03
62,65,58,61.67,3.1,3.25,2.9,3.08
55,41,48,48.00,2.75,2.05,2.4,2.40
91,95,94,93.33,4.55,4.75,4.7,4.67
8,24,23,18.33,0.4,1.2,1.15,0.92
81,78,78,79.00,4.05,3.9,3.9,3.95
79,85,86,83.33,3.95,4.25,4.3,4.17
78,87,91,85.33,3.9,4.35,4.55,4.27
74,75,82,77.00,3.7,3.75,4.1,3.85
57,51,54,54.00,2.85,2.55,2.7,2.70
40,59,51,50.00,2,2.95,2.55,2.50
81,75,76,77.33,4.05,3.75,3.8,3.87
44,45,45,44.67,2.2,2.25,2.25,2.23
67,86,83,78.67,3.35,4.3,4.15,3.93
86,81,75,80.67,4.3,4.05,3.75,4.03
65,82,78,75.00,3.25,4.1,3.9,3.75
55,76,76,69.00,2.75,3.8,3.8,3.45
62,72,74,69.33,3.1,3.6,3.7,3.47
63,63,62,62.67,3.15,3.15,3.1,3.13
88,99,95,94.00,4.4,4.95,4.75,4.70
62,55,55,57.33,3.1,2.75,2.75,2.87
59,71,65,65.00,2.95,3.55,3.25,3.25
68,78,77,74.33,3.4,3.9,3.85,3.72
77,86,86,83.00,3.85,4.3,4.3,4.15
30,19,37,28.67,1.5,0.95,1.85,1.43
27,85,100,70.67,1.35,4.25,5,3.53
15,45,75,45.00,0.75,2.25,3.75,2.25
20,33,53,35.33,1,1.65,2.65,1.77
93,92,96,93.67,4.65,4.6,4.8,4.68
86,31,23,46.67,4.3,1.55,1.15,2.33
33,17,77,42.33,1.65,0.85,3.85,2.12
40,81,67,62.67,2,4.05,3.35,3.13
99,51,70,73.33,4.95,2.55,3.5,3.67
79,36,31,48.67,3.95,1.8,1.55,2.43
19,22,88,43.00,0.95,1.1,4.4,2.15
31,54,43,42.67,1.55,2.7,2.15,2.13
88,37,51,58.67,4.4,1.85,2.55,2.93
33,21,99,51.00,1.65,1.05,4.95,2.55
52,47,17,38.67,2.6,2.35,0.85,1.93
77,96,64,79.00,3.85,4.8,3.2,3.95
60,44,70,58.00,3,2.2,3.5,2.90
50,39,35,41.33,2.5,1.95,1.75,2.07
73,43,81,65.67,3.65,2.15,4.05,3.28
40,93,89,74.00,2,4.65,4.45,3.70
99,98,61,86.00,4.95,4.9,3.05,4.30
49,98,18,55.00,2.45,4.9,0.9,2.75
44,28,49,40.33,2.2,1.4,2.45,2.02
61,74,82,72.33,3.05,3.7,4.1,3.62
83,94,24,67.00,4.15,4.7,1.2,3.35
34,67,81,60.67,1.7,3.35,4.05,3.03
84,49,64,65.67,4.2,2.45,3.2,3.28
79,70,89,79.33,3.95,3.5,4.45,3.97
73,35,21,43.00,3.65,1.75,1.05,2.15
47,70,63,60.00,2.35,3.5,3.15,3.00
35,64,99,66.00,1.75,3.2,4.95,3.30
85,22,72,59.67,4.25,1.1,3.6,2.98
36,27,62,41.67,1.8,1.35,3.1,2.08
37,25,30,30.67,1.85,1.25,1.5,1.53
79,39,97,71.67,3.95,1.95,4.85,3.58
91,100,17,69.33,4.55,5,0.85,3.47
79,22,93,64.67,3.95,1.1,4.65,3.23
65,45,19,43.00,3.25,2.25,0.95,2.15
52,74,35,53.67,2.6,3.7,1.75,2.68
90,34,49,57.67,4.5,1.7,2.45,2.88
31,27,27,28.33,1.55,1.35,1.35,1.42
78,42,53,57.67,3.9,2.1,2.65,2.88
72,52,68,64.00,3.6,2.6,3.4,3.20
78,56,100,78.00,3.9,2.8,5,3.90
86,41,92,73.00,4.3,2.05,4.6,3.65
96,58,93,82.33,4.8,2.9,4.65,4.12
73,95,43,70.33,3.65,4.75,2.15,3.52
32,21,44,32.33,1.6,1.05,2.2,1.62
81,62,23,55.33,4.05,3.1,1.15,2.77
31,92,52,58.33,1.55,4.6,2.6,2.92
40,93,86,73.00,2,4.65,4.3,3.65
64,82,72,72.67,3.2,4.1,3.6,3.63
97,90,59,82.00,4.85,4.5,2.95,4.10
59,75,77,70.33,2.95,3.75,3.85,3.52
40,93,57,63.33,2,4.65,2.85,3.17
90,53,24,55.67,4.5,2.65,1.2,2.78
19,39,25,27.67,0.95,1.95,1.25,1.38
35,62,34,43.67,1.75,3.1,1.7,2.18
78,29,85,64.00,3.9,1.45,4.25,3.20
17,100,22,46.33,0.85,5,1.1,2.32
98,26,33,52.33,4.9,1.3,1.65,2.62
98,70,51,73.00,4.9,3.5,2.55,3.65
91,28,81,66.67,4.55,1.4,4.05,3.33
67,61,31,53.00,3.35,3.05,1.55,2.65
28,34,26,29.33,1.4,1.7,1.3,1.47
78,45,98,73.67,3.9,2.25,4.9,3.68
98,41,39,59.33,4.9,2.05,1.95,2.97
95,39,23,52.33,4.75,1.95,1.15,2.62
16,51,20,29.00,0.8,2.55,1,1.45
73,23,39,45.00,3.65,1.15,1.95,2.25
72,16,27,38.33,3.6,0.8,1.35,1.92
35,33,41,36.33,1.75,1.65,2.05,1.82
22,30,85,45.67,1.1,1.5,4.25,2.28
18,67,97,60.67,0.9,3.35,4.85,3.03
89,92,23,68.00,4.45,4.6,1.15,3.40
54,22,39,38.33,2.7,1.1,1.95,1.92
78,25,30,44.33,3.9,1.25,1.5,2.22
27,100,75,67.33,1.35,5,3.75,3.37
30,34,38,34.00,1.5,1.7,1.9,1.70
41,92,54,62.33,2.05,4.6,2.7,3.12
24,60,28,37.33,1.2,3,1.4,1.87
17,33,53,34.33,0.85,1.65,2.65,1.72
88,47,54,63.00,4.4,2.35,2.7,3.15
18,90,21,43.00,0.9,4.5,1.05,2.15
66,25,78,56.33,3.3,1.25,3.9,2.82
